Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Wall,,,,,,,,,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,Mystery:Disappear,Wall,Wall,Wall,Wall,Wall,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,Wall,Wall,Wall,Wall,,,,Wall,,,,,-4,,-4,,-4,,-4,,,,Player1,,,,,,,,Wall
Wall,,,,Wall,,Player2,,Wall,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,,,Wall,,,,Wall,,,,,4,,4,,4,,4,,,,,,,,,,,,Wall
Wall,,,,Wall,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,,,Wall,Wall,Wall,Wall,Wall,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,100,,-50,,-8,,-2,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,100,,-50,,-8,,-2,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,,100,,-50,,-8,,-2,,,,,-4,,-4,,-4,,-4,,,,,,,,,,,,Wall
Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
